# Rime user dictionary
#@/db_name	flypy_flypy
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	16891
#@/user_id	lakuhana
hc[nz 	好	c=16 d=0.0100017 t=16891
hc[nz ba[kb 	好吧	c=3 d=1.11954e-06 t=16891
hc[nz bh[ml 	好棒	c=1 d=0.000706632 t=16891
hc[nz bu[ad 	好不	c=0 d=1.10687e-19 t=16891
hc[nz bu[ad fu[dr ze[fr rf[rr 	好不负责任	c=1 d=1.11241e-18 t=16891
hc[nz bu[ad hc[nz ys[kl 	好不好用	c=2 d=0.806541 t=16891
hc[nz cd[cm 	好菜	c=1 d=5.79921e-32 t=16891
hc[nz ci[ad ji[dw 	好刺激	c=1 d=1.22602e-15 t=16891
hc[nz de[ 	好的	c=3 d=0.0232837 t=16891
hc[nz dm[lh 	好点	c=1 d=9.18013e-24 t=16891
hc[nz do[xx 	好多	c=16 d=0.71919 t=16891
hc[nz do[xx rf[PN 	好多人	c=1 d=6.36631e-12 t=16891
hc[nz ds[ad xi[aa 	好东西	c=1 d=3.57858e-29 t=16891
hc[nz gv[vr 	好贵	c=1 d=2.31834e-10 t=16891
hc[nz hc[nz 	好好	c=7 d=2.33973e-13 t=16891
hc[nz hc[nz kj[uo 	好好看	c=1 d=8.75797e-29 t=16891
hc[nz hc[nz ys[kl 	好好用	c=1 d=8.14485e-28 t=16891
hc[nz hk[tb 	好坏	c=2 d=1.01056e-30 t=16891
hc[nz ih[pn 	好长	c=1 d=1.54333e-17 t=16891
hc[nz iu[wb 	好处	c=1 d=6.24982e-30 t=16891
hc[nz jq[pn 	好久	c=4 d=1.62476e-17 t=16891
hc[nz jx[bu ho[rh 	好家伙	c=1 d=1.43255e-23 t=16891
hc[nz kd[ac 	好开	c=2 d=2.09743e-30 t=16891
hc[nz kj[uo 	好看	c=7 d=5.48422e-22 t=16891
hc[nz kx[dk vh[gi 	好夸张	c=1 d=0.0761538 t=16891
hc[nz le[VL 	好了	c=1 d=0.0023935 t=16891
hc[nz li[iw hd[bk 	好厉害	c=1 d=1.63988e-25 t=16891
hc[nz mg[qm 	好猛	c=1 d=0.000626727 t=16891
hc[nz mg[xo 	好懵	c=1 d=1.53962e-18 t=16891
hc[nz ni[db ma[va ne[kb 	好泥马呢	c=1 d=0.0101529 t=16891
hc[nz nj[yf uz[py 	好难受	c=1 d=7.18044e-16 t=16891
hc[nz pm[rc xb[dd 	好偏心	c=1 d=0.516851 t=16891
hc[nz qi[dk 	好奇	c=2 d=1.0897 t=16891
hc[nz se[db 	好色	c=2 d=1.29096e-12 t=16891
hc[nz si[rr 	好似	c=3 d=1.00401e-10 t=16891
hc[nz tk[kj 	好听	c=1 d=4.7195e-20 t=16891
hc[nz ui[al 	好事	c=1 d=1.25706e-15 t=16891
hc[nz vc[fg 	好找	c=1 d=2.41378e-14 t=16891
hc[nz vi[uq jp[fn 	好直接	c=1 d=8.29946e-14 t=16891
hc[nz wj[we 	好玩	c=5 d=2.26873e-22 t=16891
hc[nz xb[dd 	好心	c=1 d=0.000319102 t=16891
hc[nz xl[mx 	好想	c=1 d=0.000405658 t=16891
hc[nz xl[mx qu[ts 	好想去	c=0 d=2.45359e-31 t=16891
hc[nz xl[mx qu[ts lu[fo 	好想去撸	c=1 d=2.46588e-30 t=16891
hc[nz xl[rn 	好像	c=25 d=0.898009 t=16891
hc[nz xl[rn ui[or 	好像是	c=2 d=0.0492917 t=16891
hc[nz xp[ve tm[ad 	好些天	c=1 d=2.25136e-18 t=16891
hc[nz ya[ky 	好呀	c=1 d=0.0231676 t=16891
hc[nz yi[cv uu[md 	好艺术	c=1 d=3.61455e-29 t=16891
hc[nz ys[kl 	好用	c=18 d=0.706602 t=16891
hc[wm 	毫	c=0 d=0.0733447 t=16891
hc[wm bu[ad vi[uk qk[xo 	毫不知情	c=1 d=2.72569e-32 t=16891
hd[bk ni[RX 	害你	c=1 d=4.79913e-11 t=16891
hd[bk xq[yi 	害羞	c=1 d=1.23796e-11 t=16891
hd[dm 	海	c=1 d=6.32036e-15 t=16891
hd[dm an[eg 	海岸	c=1 d=1.29468e-09 t=16891
hd[dm dn[ju 	海钓	c=1 d=2.15302e-22 t=16891
hd[dm yh[dy gs[aa ig[hw 	海洋工程	c=1 d=2.17052e-29 t=16891
hd[km 	嗨	c=1 d=1.88896e-12 t=16891
hd[zb 	还	c=33 d=0.566819 t=16891
hd[zb bu[ad hv[rs 	还不会	c=1 d=1.86177e-18 t=16891
hd[zb bu[ad ru[nk 	还不如	c=2 d=9.42566e-11 t=16891
hd[zb bu[ad sr[vc 	还不算	c=1 d=6.14193e-31 t=16891
hd[zb bu[ad ui[or 	还不是	c=2 d=1.62584e-12 t=16891
hd[zb de[ic 	还得	c=2 d=3.72334e-16 t=16891
hd[zb do[xx 	还多	c=1 d=2.11039e-22 t=16891
hd[zb dw[ic 	还得	c=1 d=1.88018e-16 t=16891
hd[zb hc[nz 	还好	c=4 d=1.39277e-17 t=16891
hd[zb hv[rs 	还会	c=2 d=6.98271e-11 t=16891
hd[zb hv[rs yz[uo 	还会有	c=2 d=3.97815e-31 t=16891
hd[zb ke[DK 	还可	c=0 d=3.54671e-13 t=16891
hd[zb ke[DK yi[vr ks[fg vi[pd 	还可以控制	c=1 d=3.56449e-12 t=16891
hd[zb ke[dk yi[vr 	还可以	c=3 d=4.52445e-23 t=16891
hd[zb lg[ds 	还冷	c=1 d=0.108609 t=16891
hd[zb mw[dy 	还没	c=8 d=2.9138e-11 t=16891
hd[zb mw[dy xi[de ie[al 	还没洗车	c=1 d=2.33432e-32 t=16891
hd[zb mw[dy yz[uo 	还没有	c=3 d=4.68224e-15 t=16891
hd[zb ng[sb 	还能	c=3 d=0.000277414 t=16891
hd[zb ui[or 	还是	c=57 d=0.843654 t=16891
hd[zb xk[ii 	还行	c=1 d=2.0403e-07 t=16891
hd[zb xl[mx 	还想	c=3 d=0.0141931 t=16891
hd[zb yc[xn 	还要	c=10 d=9.07981e-11 t=16891
hd[zb yi[vr ww[dd 	还以为	c=11 d=0.450405 t=16891
hd[zb yz[uo 	还有	c=39 d=1.01178 t=16891
hd[zb yz[uo mw[dy yz[uo 	还有没有	c=2 d=0.826959 t=16891
hd[zb zd[ut 	还在	c=3 d=0.00143728 t=16891
hd[zr zi[va 	孩子	c=1 d=5.66104e-13 t=16891
he[ck zd[ui 	荷载	c=4 d=2.75014e-29 t=16891
he[dk bm[zl 	河边	c=1 d=6.9467e-09 t=16891
he[dk bw[lb 	河北	c=1 d=2.74597e-31 t=16891
he[dk kz[la 	河口	c=0 d=1.30117e-10 t=16891
he[dk kz[la gh[ds 	河口港	c=1 d=1.30769e-09 t=16891
he[dk xp[di 	河蟹	c=1 d=0.00213348 t=16891
he[dn 	鹤	c=1 d=7.53938e-31 t=16891
he[dn da[un 	鹤大	c=1 d=4.16921e-32 t=16891
he[dn xk[kp 	鹤形	c=8 d=1.23729e-05 t=16891
he[hk 	和	c=107 d=0.206359 t=16891
he[hk dv[yc go[zc 	和对过	c=1 d=4.46465e-14 t=16891
he[hk ni[rx 	和你	c=3 d=8.42032e-31 t=16891
he[kv ia[cm 	喝茶	c=1 d=6.85142e-23 t=16891
he[mr dm[lv vj[lk 	核电站	c=3 d=2.25201e-29 t=16891
he[mr dv[yc 	核对	c=1 d=3.24974e-11 t=16891
he[mr dv[yc go[zc 	核对过	c=1 d=4.48703e-14 t=16891
he[mr ia[ma 	核查	c=1 d=4.35442e-14 t=16891
he[mr xb[dd 	核心	c=2 d=8.98113e-18 t=16891
he[pm is[vd 	禾虫	c=1 d=2.29527e-10 t=16891
he[rk 	合	c=3 d=0.392586 t=16891
he[rk bk[bk 	合并	c=5 d=0.479505 t=16891
he[rk bk[bk dc[ad 	合并到	c=1 d=1.23599e-22 t=16891
he[rk ji[yu 	合计	c=1 d=4.45388e-15 t=16891
he[rk jm[jz su[zu du[gy 	合键速度	c=1 d=3.87731e-31 t=16891
he[rk kl[de 	何况	c=1 d=7.26249e-32 t=16891
he[rk li[wl 	合理	c=5 d=0.166161 t=16891
he[rk sr[vc 	合算	c=1 d=1.52584e-30 t=16891
he[rk ts[kk 	合同	c=2 d=6.50847e-07 t=16891
he[rk ui[zk 	合适	c=1 d=2.47319e-06 t=16891
he[rk yk[op 	合影	c=1 d=1.02107e-10 t=16891
hf[ig 	很	c=10 d=1.00393 t=16891
hf[ig bh[ml 	很棒	c=1 d=2.04272e-21 t=16891
hf[ig da[un 	很大	c=7 d=0.011109 t=16891
hf[ig dd[km bj[my 	很呆板	c=1 d=2.68467e-30 t=16891
hf[ig do[xx 	很多	c=21 d=6.45584e-09 t=16891
hf[ig do[xx zi[bz 	很多字	c=3 d=5.28284e-14 t=16891
hf[ig gc[wk 	很高	c=6 d=2.4203e-08 t=16891
hf[ig go[zc ff[bd 	很过分	c=1 d=1.72872e-28 t=16891
hf[ig hc[nz 	很好	c=4 d=6.82793e-12 t=16891
hf[ig hc[nz ii[kq 	很好吃	c=1 d=2.44941e-10 t=16891
hf[ig hc[nz wj[we 	很好玩	c=1 d=1.54228e-09 t=16891
hf[ig hd[bk pa[xb 	很害怕	c=1 d=5.80434e-13 t=16891
hf[ig he[rk ui[zk 	很合适	c=1 d=1.19246e-12 t=16891
hf[ig ia[yg 	很差	c=1 d=2.36348e-31 t=16891
hf[ig ih[pn 	很长	c=1 d=2.29168e-21 t=16891
hf[ig ih[xj jm[ke 	很常见	c=1 d=0.00327971 t=16891
hf[ig jk[mo ts[zy 	很精通	c=1 d=1.34564e-22 t=16891
hf[ig jk[sg ih[xj 	很经常	c=1 d=1.36621e-24 t=16891
hf[ig jq[pn 	很久	c=1 d=2.58212e-13 t=16891
hf[ig kd[ac xb[dd 	很开心	c=1 d=1.41878e-27 t=16891
hf[ig ma[gm fj[hr 	很麻烦	c=2 d=3.95293e-23 t=16891
hf[ig mg[qm 	很猛	c=1 d=3.04584e-15 t=16891
hf[ig mg[xo 	很懵	c=1 d=3.0611e-15 t=16891
hf[ig nj[yf 	很难	c=1 d=2.64929e-21 t=16891
hf[ig nm[hk 	很黏	c=1 d=1.68984e-25 t=16891
hf[ig qi[dk gk[xt 	很奇怪	c=1 d=9.86789e-21 t=16891
hf[ig qk[ig 	很轻	c=0 d=1.11913e-31 t=16891
hf[ig qk[ig hf[ig qk[ig 	很轻很轻	c=1 d=1.12474e-30 t=16891
hf[ig ql[gi 	很强	c=1 d=5.95027e-11 t=16891
hf[ig rs[bk yi[ow 	很容易	c=1 d=7.02844e-29 t=16891
hf[ig tv[ff jm[cz 	很推荐	c=1 d=4.68861e-31 t=16891
hf[ig uc[xp 	很少	c=2 d=5.97907e-09 t=16891
hf[ig ul[dx 	很爽	c=1 d=6.36071e-31 t=16891
hf[ig uu[rl fu[oy 	很舒服	c=1 d=4.4823e-31 t=16891
hf[ig uz[py hr[yr yk[ze 	很受欢迎	c=1 d=1.50211e-22 t=16891
hf[ig vg[av ih[xj 	很正常	c=1 d=2.75552e-13 t=16891
hf[ig vs[pa 	很重	c=1 d=5.85749e-32 t=16891
hf[ig wf[hx 	很稳	c=1 d=1.75544e-32 t=16891
hf[ig wj[ov 	很晚	c=1 d=1.92151e-32 t=16891
hf[ig xb[lj 	很新	c=1 d=2.46379e-20 t=16891
hf[ig xi[uk hr[yr 	很喜欢	c=2 d=2.32916e-06 t=16891
hf[ig xk[ii 	很行	c=1 d=0.154124 t=16891
hf[ig xl[mx 	很想	c=1 d=1.14077e-20 t=16891
hf[ig yz[UO 	很有	c=1 d=6.13252e-13 t=16891
hf[ig yz[UO ys[kl 	很有用	c=1 d=0.0437178 t=16891
hf[qg 	狠	c=1 d=9.59451e-14 t=16891
hf[qg la[lu 	狠辣	c=1 d=2.146e-13 t=16891
hg[mb 	横	c=1 d=5.99026e-31 t=16891
hg[mb dr[mj mm[aa 	横断面	c=3 d=6.17595e-27 t=16891
hg[mb uu[ll 	横竖	c=1 d=2.99274e-14 t=16891
hg[mb ve[fj 	横折	c=0 d=8.86741e-29 t=16891
hg[mb ve[fj pp[fw na[fx 	横折撇捺	c=1 d=8.91186e-28 t=16891
hg[mb xl[pk 	横向	c=5 d=1.52139e-15 t=16891
hg[mb xl[pk xm[oy ui[ex 	横向显示	c=2 d=1.5037e-05 t=16891
hh[dl 	夯	c=1 d=7.5942e-28 t=16891
hh[dl ji[ak 	夯击	c=1 d=5.94602e-32 t=16891
hh[ii 	行	c=2 d=1.35679e-30 t=16891
hh[mi 	桁	c=2 d=9.33381e-31 t=16891
hh[mi jp[sk gz[ms 	桁结构	c=1 d=5.93063e-31 t=16891
hh[mi jx[lm 	桁架	c=4 d=5.53645e-30 t=16891
hh[mi jx[lm ts[vk 	桁架筒	c=1 d=7.17008e-30 t=16891
hh[mi jx[lm ts[vk ti[rb 	桁架筒体	c=1 d=7.01155e-30 t=16891
hh[mj vz[dl 	杭州	c=3 d=6.76933e-22 t=16891
hj[bg jm[ke 	罕见	c=1 d=5.38019e-32 t=16891
hj[dy zi[bz 	汉字	c=1 d=9.83238e-08 t=16891
hj[hg 	焊	c=1 d=2.87394e-08 t=16891
hj[hg jp[fn 	焊接	c=5 d=8.15245e-08 t=16891
hj[hg jp[fn fh[dw fa[ds 	焊接方法	c=1 d=1.6091e-08 t=16891
hj[lk uu[mw 	函数	c=4 d=1.89805e-17 t=16891
hk[tb bu[ad ln[vl 	坏不了	c=1 d=5.58436e-29 t=16891
hk[tb iu[wb 	坏处	c=1 d=1.79249e-13 t=16891
hl[cb tu[ua 	黄土	c=1 d=4.40494e-32 t=16891
hl[db 	潢	c=1 d=2.45994e-31 t=16891
ho[cq de[ic 	获得	c=1 d=1.67273e-23 t=16891
ho[cq qu[ey 	获取	c=1 d=8.58602e-31 t=16891
ho[dr wu[pl 	火舞	c=4 d=7.94222e-07 t=16891
ho[ga 	或	c=4 d=1.32381e-06 t=16891
ho[ga ve[lo 	或者	c=21 d=1.20339 t=16891
ho[ga ve[lo ui[or 	或者是	c=3 d=2.96629e-21 t=16891
ho[rr wu[nw 	货物	c=1 d=2.88137e-09 t=16891
hr[fd 	换	c=3 d=0.000485661 t=16891
hr[fd de[ 	换的	c=1 d=6.71119e-15 t=16891
hr[fd ge[rl 	换个	c=2 d=3.80324e-10 t=16891
hr[fd go[zc 	换过	c=1 d=5.48886e-32 t=16891
hr[fd hh[ii 	换行	c=1 d=8.27241e-05 t=16891
hr[fd le[VL 	换了	c=1 d=3.46751e-11 t=16891
hr[fd tm[tb fa[ds 	换填法	c=1 d=5.35335e-32 t=16891
hr[fd ve[yo 	换着	c=0 d=7.21768e-19 t=16891
hr[fd ve[yo ys[kl 	换着用	c=2 d=1.55726e-05 t=16891
hr[fd xi[de 	换洗	c=1 d=4.05025e-15 t=16891
hr[fd zo[rv 	换作	c=1 d=1.44272e-18 t=16891
hr[hd er[pv 	焕儿	c=2 d=7.85717e-09 t=16891
hr[sy he[hk qu[la xm[sj 	缓和曲线	c=1 d=2.82865e-27 t=16891
hr[wb jk[te 	环境	c=5 d=1.86703e-21 t=16891
hr[yr yk[ze hr[yr yk[ze 	欢迎欢迎	c=1 d=1.02619e-10 t=16891
hr[yv xl[mx 	幻想	c=1 d=3.91973e-12 t=16891
hr[zb 	还	c=1 d=2.43132e-11 t=16891
hr[zb wj[be 	还完	c=1 d=2.38318e-11 t=16891
hs[kb 	哄	c=2 d=1.68739e-28 t=16891
hs[sg 	红	c=1 d=8.20123e-21 t=16891
hs[sg se[db 	红色	c=2 d=2.43767e-30 t=16891
hs[sg ts[my 	红桶	c=2 d=6.50183e-11 t=16891
hs[sg ve[yo lm[oa 	红着脸	c=1 d=4.52119e-15 t=16891
hu[co lu[ch wa[nt 	葫芦娃	c=1 d=3.18819e-23 t=16891
hu[fh jn[lw 	护教	c=1 d=3.59591e-27 t=16891
hu[hj ma[um 	虎码	c=1 d=1.57019e-14 t=16891
hv[jy 	毁	c=2 d=1.0929e-13 t=16891
hv[jy dj[bl 	毁单	c=1 d=3.84277e-14 t=16891
hv[kk 	回	c=1 d=2.05618e-10 t=16891
hv[kk bu[ad ld[an 	回不来	c=1 d=0.0175975 t=16891
hv[kk dc[ad 	回到	c=1 d=6.24662e-24 t=16891
hv[kk dc[ad jx[bu 	回到家	c=1 d=1.10935e-15 t=16891
hv[kk fu[pw 	回复	c=1 d=3.74076e-21 t=16891
hv[kk ie[al 	回车	c=1 d=4.34688e-23 t=16891
hv[kk ig[hw 	回程	c=1 d=0.00204983 t=16891
hv[kk jx[bu 	回家	c=2 d=2.28895e-07 t=16891
hv[kk jx[bu li[la 	回家里	c=1 d=2.70749e-12 t=16891
hv[kk ld[an 	回来	c=11 d=1.10651 t=16891
hv[kk qu[TS 	回去	c=5 d=0.453845 t=16891
hv[kk tz[dd 	回头	c=1 d=4.59343e-25 t=16891
hv[kk wo[pD 	回我	c=0 d=0.0895834 t=16891
hv[kk wo[pD ma[nm 	回我妈	c=1 d=0.900325 t=16891
hv[rs 	会	c=30 d=0.294745 t=16891
hv[rs ba[fb 	会把	c=1 d=5.3998e-16 t=16891
hv[rs bu[ad hv[rs 	会不会	c=3 d=1.39346e-30 t=16891
hv[rs iu[vk xm[we 	会出现	c=1 d=1.9478e-20 t=16891
hv[rs ji[yj lu[eu 	会记录	c=1 d=1.51458e-31 t=16891
hv[rs ka[ub 	会卡	c=1 d=8.06816e-05 t=16891
hv[rs uo[ye 	会说	c=1 d=9.18637e-32 t=16891
hv[rs wj[we 	会玩	c=1 d=3.80582e-18 t=16891
hv[rs ww[dd 	会为	c=1 d=6.62275e-06 t=16891
hv[rs xk[kp ig[wv 	会形成	c=1 d=3.15102e-32 t=16891
hv[rs yr[kr 	会员	c=2 d=3.20917e-30 t=16891
hv[rs yz[uo 	会有	c=5 d=0.00017956 t=16891
hv[rs yz[uo yi[aa ge[rl 	会有一个	c=1 d=2.11729e-31 t=16891
hv[ss tu[kd 	绘图	c=2 d=0.00072982 t=16891
hv[ss vi[pd 	绘制	c=1 d=0.00346515 t=16891
hv[uh 	灰	c=3 d=6.49156e-17 t=16891
hv[uh tu[ua 	灰土	c=1 d=6.34537e-32 t=16891
hv[xh fu[pw 	恢复	c=2 d=4.21301e-19 t=16891
hv[xi 	辉	c=1 d=7.21398e-12 t=16891
hw[lh 	黑	c=4 d=6.92137e-05 t=16891
hw[lh qp[qd 	黑切	c=1 d=1.43777e-07 t=16891
hw[lh se[db 	黑色	c=1 d=5.07739e-27 t=16891
hx[ak 	画	c=1 d=0.00098783 t=16891
hx[ak fa[ds 	画法	c=3 d=3.13469e-06 t=16891
hx[ak fa[ds ji[pv he[rk 	画法几何	c=1 d=0.000649219 t=16891
hx[ak fa[ds ji[pv he[rk xt[xz 	画法几何学	c=2 d=3.47705e-06 t=16891
hx[ak fu[jt 	画幅	c=1 d=0.000777055 t=16891
hx[ak hx[ak 	画画	c=0 d=1.98169e-18 t=16891
hx[ak hx[ak ji[pv he[rk 	画画几何	c=1 d=1.99161e-17 t=16891
hx[ak vi[pr 	画质	c=1 d=9.37865e-11 t=16891
hx[cb 	花	c=1 d=9.26768e-18 t=16891
hx[cb dm[gk 	花店	c=1 d=9.03885e-18 t=16891
hx[cb xl[ho 	花香	c=1 d=0.000108366 t=16891
hx[gd sr[VC 	划算	c=2 d=1.9725e-07 t=16891
hx[rb 	化	c=3 d=5.40771e-21 t=16891
hx[ru nj[ug 	华南	c=1 d=9.9295e-06 t=16891
hx[ru nj[ug li[wl gs[aa 	华南理工	c=1 d=8.58924e-06 t=16891
hx[ru ww[dd 	华为	c=1 d=6.65594e-06 t=16891
hx[ru yj[nh 	华燕	c=4 d=5.90931e-32 t=16891
hx[yk 	话	c=38 d=1.0954 t=16891
hx[yk uo[ye 	话说	c=2 d=1.3517e-16 t=16891
hy[db he[rk 	混合	c=1 d=2.41418e-16 t=16891
hy[db he[rk ln[mu 	混合料	c=2 d=4.0964e-23 t=16891
hy[db jb[zj ld[an 	混进来	c=0 d=2.29918e-31 t=16891
hy[db lr[qv 	混乱	c=2 d=1.52612e-15 t=16891
hy[db nk[dr tu[ua 	混凝土	c=11 d=1.58704e-07 t=16891
hy[db uu[id 	混输	c=1 d=1.01405e-17 t=16891
hy[no hz[pk 	婚后	c=1 d=5.5633e-14 t=16891
hy[no li[pv 	婚礼	c=1 d=8.14346e-26 t=16891
hy[no qm[bd 	婚前	c=4 d=5.74802e-13 t=16891
hz[iz du[gy 	厚度	c=1 d=2.02901e-30 t=16891
hz[pk 	后	c=4 d=0.0020602 t=16891
hz[pk dr[le 	后端	c=1 d=1.41098e-21 t=16891
hz[pk go[ln 	后果	c=1 d=6.17921e-14 t=16891
hz[pk hv[xm 	后悔	c=1 d=1.66411e-21 t=16891
hz[pk ld[an 	后来	c=1 d=1.51984e-13 t=16891
hz[pk mm[aa 	后面	c=7 d=0.367879 t=16891
hz[pk qi[qo 	后期	c=1 d=2.52968e-07 t=16891
ia[cm 	茶	c=1 d=1.40878e-32 t=16891
ia[cm ye[ku 	茶叶	c=1 d=1.04927e-07 t=16891
ia[fj jm[rn 	插件	c=2 d=3.56267e-06 t=16891
ia[fj lz[mn 	插楼	c=1 d=3.61959e-16 t=16891
ia[fj ru[pn 	插入	c=1 d=2.20294e-27 t=16891
ia[fj zd[ut 	插在	c=1 d=1.36009e-30 t=16891
ia[ma 	查	c=2 d=0.000223746 t=16891
ia[ma ia[ma 	查查	c=1 d=0.000115643 t=16891
ia[ma kj[uo 	查看	c=3 d=3.67429e-16 t=16891
ia[ma kj[uo qi[kk 	查看器	c=2 d=1.48292e-10 t=16891
ia[ma yi[aa xx[ab 	查一下	c=0 d=6.96086e-34 t=16891
ia[ma yi[aa xx[ab ne[kb 	查一下呢	c=1 d=6.99575e-33 t=16891
ia[yg 	差	c=5 d=4.91812e-05 t=16891
ia[yg bp[kd 	差别	c=1 d=0.0109985 t=16891
ia[yg bu[ad do[xx 	差不多	c=4 d=0.0104621 t=16891
ic[fu wj[be 	抄完	c=1 d=5.06255e-22 t=16891
ic[hu zo[rv 	炒作	c=1 d=3.13262e-22 t=16891
ic[ku qi[tj ld[an 	吵起来	c=1 d=7.58515e-14 t=16891
ic[tk da[un 	超大	c=1 d=2.39301e-30 t=16891
ic[tk go[zc 	超过	c=1 d=3.30581e-08 t=16891
ic[tk hv[xi 	超辉	c=6 d=0.000160859 t=16891
id[fi 	拆	c=6 d=2.51254 t=16891
id[fi de[[ 	拆的	c=1 d=2.46681e-05 t=16891
id[fi ff[bd 	拆分	c=7 d=0.62816 t=16891
id[fi gl[xw 	拆光	c=1 d=1.68724e-07 t=16891
id[fi ig[wv 	拆成	c=1 d=5.45407e-16 t=16891
id[fi le[[ 	拆了	c=1 d=6.11878e-16 t=16891
ie[al 	车	c=4 d=4.95917e-31 t=16891
ie[al li[la 	车里	c=1 d=3.22473e-10 t=16891
ie[al uh[la 	车上	c=1 d=4.30069e-15 t=16891
ie[fw hv[kk 	撤回	c=2 d=6.07499e-12 t=16891
ie[fw li[wd 	撤离	c=1 d=3.20864e-10 t=16891
if[dj 	沉	c=2 d=2.81358e-23 t=16891
if[dj gr[vk fa[ds 	沉管法	c=1 d=3.88878e-07 t=16891
if[dj jk[al 	沉井	c=0 d=1.05942e-33 t=16891
if[dj jk[al ji[qt iu[ui 	沉井基础	c=2 d=5.63089e-09 t=16891
if[dj jl[el 	沉降	c=5 d=1.34106e-31 t=16891
if[dj mi[zm 	沉迷	c=1 d=9.05608e-11 t=16891
if[dj xl[vo 	沉箱	c=0 d=1.66151e-33 t=16891
if[dj xx[ab qu[ts 	沉下去	c=1 d=1.03844e-32 t=16891
if[ed 	陈	c=1 d=0.0149208 t=16891
if[ed bb[wv 	陈斌	c=2 d=4.01193e-14 t=16891
if[ed zs[bx 	陈总	c=1 d=2.13341e-32 t=16891
ig[fu 	撑	c=2 d=1.05017e-17 t=16891
ig[fu de[ic vu[rv 	撑得住	c=1 d=1.07138e-17 t=16891
ig[hw xu[gl yr[kr 	程序员	c=1 d=1.2292e-16 t=16891
ig[hx ta[bb 	称它	c=0 d=9.53658e-32 t=16891
ig[hx ta[bb ww[dd 	称它为	c=1 d=9.58439e-31 t=16891
ig[hx vi[dn ww[dd 	称之为	c=2 d=6.32839e-30 t=16891
ig[hx ww[dd 	称为	c=2 d=8.17676e-30 t=16891
ig[qn fa[ds 	乘法	c=1 d=1.10438e-21 t=16891
ig[qn fa[ds jn[wx hr[fd lv[iy 	乘法交换律	c=1 d=1.10992e-21 t=16891
ig[qn iu[eh 	乘除	c=2 d=2.18285e-21 t=16891
ig[ti jm[zy 	城建	c=1 d=1.50313e-30 t=16891
ig[ti ui[wj 	城市	c=5 d=1.44838e-23 t=16891
ig[vn dj[fa 	承担	c=1 d=3.24421e-22 t=16891
ig[vn td[sk 	承台	c=1 d=5.83145e-09 t=16891
ig[vn uz[py 	承受	c=3 d=5.75249e-31 t=16891
ig[vn vs[pa ql[tk 	承重墙	c=2 d=4.5286e-30 t=16891
ig[vn xk[kt vl[mt 	承型桩	c=1 d=7.73152e-33 t=16891
ig[vn zd[ui 	承载	c=4 d=6.25427e-09 t=16891
ig[vn zd[ui li[vp 	承载力	c=1 d=9.39623e-33 t=16891
ig[wv 	成	c=9 d=1.40319 t=16891
ig[wv bf[aa 	成本	c=2 d=9.53658e-31 t=16891
ig[wv gs[gl 	成功	c=1 d=1.44769e-29 t=16891
ig[wv jq[wy gj[xx 	成就感	c=1 d=2.46421e-22 t=16891
ig[wv le[vl 	成了	c=1 d=3.83871e-31 t=16891
ig[wv qi[pv hz[ru 	成气候	c=1 d=1.64413e-26 t=16891
ig[wv vj[lk 	成站	c=1 d=8.39575e-32 t=16891
ig[wv vl[mt 	成桩	c=1 d=2.6315e-30 t=16891
ig[wv ww[dd 	成为	c=1 d=8.8415e-23 t=16891
ig[wv xl[rn 	成像	c=2 d=0.00674284 t=16891
ig[wv yb[kd 	成因	c=1 d=1.38856e-09 t=16891
ih[ap 	厂	c=1 d=2.14192e-20 t=16891
ih[ap fh[hf 	厂房	c=3 d=1.75287e-29 t=16891
ih[no 	娼	c=0 d=1.55028e-12 t=16891
ih[no cs[RR ll[dg 	娼从良	c=1 d=1.55805e-11 t=16891
ih[pn 	长	c=2 d=1.4059e-08 t=16891
ih[pn bm[zl 	长边	c=3 d=1.38263e-29 t=16891
ih[pn ci[yk 	长词	c=1 d=0.0385808 t=16891
ih[pn ci[yk yz[ry xm[ne 	长词优先	c=4 d=0.473578 t=16891
ih[pn du[gy 	长度	c=2 d=0.124392 t=16891
ih[pn ig[ti 	长城	c=4 d=8.20401e-31 t=16891
ih[pn ju[zj li[wd 	长距离	c=1 d=3.66231e-07 t=16891
ih[pn po[ty 	长坡	c=1 d=2.58518e-27 t=16891
ih[pn qi[qo 	长期	c=2 d=1.80833e-30 t=16891
ih[pn ui[oc jm[mo 	长时间	c=1 d=3.37316e-10 t=16891
ih[pn uz[fc 	长寿	c=1 d=4.8657e-26 t=16891
ih[tp di[ty 	场地	c=1 d=2.00918e-32 t=16891
ih[xj gv[fe 	常规	c=1 d=5.24113e-18 t=16891
ih[xj jm[ke 	常见	c=2 d=2.96347e-16 t=16891
ih[xj jm[ke wf[mk ti[or 	常见问题	c=1 d=3.35805e-16 t=16891
ih[xj su[zu 	常速	c=1 d=5.41747e-25 t=16891
ih[xj td[tx hx[rb 	常态化	c=1 d=1.19514e-09 t=16891
ih[xj ys[kl 	常用	c=3 d=0.00451658 t=16891
ih[xj ys[kl yu[al 	常用于	c=2 d=0.00344787 t=16891
ih[xj yz[uo 	常有	c=1 d=2.54539e-21 t=16891
ih[xs ih[xs 	尝尝	c=1 d=2.4989e-10 t=16891
ii[fc pk[au 	持平	c=0 d=4.28508e-32 t=16891
